,PLAYER_NAME,TEAM_ABBREVIATION,GP,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,POSS,FGM_PG,FGA_PG,FG_PCT,season
4068,Ja'Kobe Walter,TOR,52,0.365,21.2,108.6,111.1,-2.4,0.105,1.62,14.5,0.049,0.092,0.07,8.9,0.487,0.523,0.179,101.29,0.068,2316,3.1,7.6,0.405,2025
4069,Jabari Smith Jr.,HOU,57,0.702,30.1,113.4,106.1,7.3,0.048,0.98,8.1,0.055,0.162,0.107,8.2,0.525,0.562,0.16,100.0,0.093,3569,4.4,9.9,0.438,2025
4070,Jabari Walker,POR,60,0.383,12.5,108.1,107.6,0.5,0.071,1.09,11.2,0.072,0.198,0.133,10.3,0.576,0.601,0.156,103.86,0.107,1624,2.0,3.8,0.515,2025
4071,Jack McVeigh,HOU,9,0.556,4.8,84.7,93.9,-9.2,0.038,0.5,5.0,0.039,0.056,0.048,10.0,0.412,0.412,0.176,109.32,0.02,98,0.6,1.9,0.294,2025
4072,Jackson Rowe,GSW,6,0.667,8.6,116.4,103.5,12.9,0.1,4.0,16.0,0.046,0.167,0.097,4.0,0.559,0.56,0.142,109.95,0.101,122,1.3,2.8,0.471,2025
4073,Jacob Toppin,ATL,17,0.765,4.4,89.9,104.4,-14.5,0.133,2.0,19.4,0.041,0.148,0.097,9.7,0.523,0.523,0.14,101.56,0.09,158,0.5,1.3,0.409,2025
4074,Jaden Hardy,DAL,57,0.526,15.9,108.3,111.6,-3.2,0.138,0.99,13.2,0.01,0.085,0.048,13.3,0.527,0.549,0.244,102.83,0.069,1943,3.2,7.3,0.435,2025
4075,Jaden Ivey,DET,30,0.467,29.9,110.5,114.6,-4.1,0.207,1.34,17.7,0.043,0.091,0.067,13.2,0.536,0.569,0.256,99.52,0.099,1868,6.3,13.8,0.46,2025
4076,Jaden McDaniels,MIN,82,0.598,31.9,113.9,109.9,4.0,0.091,1.72,14.2,0.048,0.126,0.087,8.3,0.537,0.562,0.16,98.07,0.086,5323,4.9,10.2,0.477,2025
4077,Jaden Springer,UTA,43,0.512,8.5,105.6,108.9,-3.3,0.13,2.06,21.0,0.044,0.107,0.076,10.2,0.456,0.511,0.139,102.79,0.063,779,0.8,2.1,0.389,2025
4078,Jae Crowder,SAC,9,0.333,11.4,101.9,109.2,-7.4,0.077,1.5,17.6,0.055,0.133,0.093,11.8,0.409,0.467,0.113,100.89,0.048,215,0.8,2.4,0.318,2025
4079,Jae'Sean Tate,HOU,52,0.731,11.3,111.0,104.7,6.3,0.107,2.14,19.7,0.072,0.108,0.089,9.2,0.527,0.557,0.126,103.16,0.071,1251,1.3,2.8,0.473,2025
4080,Jahlil Okafor,IND,1,0.0,3.4,125.0,62.5,62.5,0.25,0.0,100.0,0.0,0.25,0.111,0.0,0.0,0.0,0.0,114.06,0.133,8,0.0,0.0,0.0,2025
4081,Jahmir Young,CHI,6,0.667,4.9,110.0,123.5,-13.5,0.231,6.0,46.2,0.042,0.059,0.052,7.7,0.9,0.935,0.092,111.64,0.1,70,0.7,0.8,0.8,2025
4082,Jaime Jaquez Jr.,MIA,66,0.485,20.7,107.9,113.9,-6.0,0.181,1.69,21.1,0.06,0.145,0.103,12.4,0.501,0.543,0.194,99.18,0.098,2835,3.2,7.0,0.461,2025
4083,Jake LaRavia,SAC,66,0.606,20.4,115.0,111.2,3.8,0.15,1.84,24.9,0.063,0.12,0.091,13.5,0.564,0.591,0.14,103.86,0.081,2926,2.4,5.1,0.475,2025
4084,Jakob Poeltl,TOR,57,0.368,29.6,111.2,111.9,-0.7,0.136,1.42,17.4,0.11,0.206,0.158,12.2,0.628,0.641,0.184,101.44,0.133,3557,6.4,10.2,0.627,2025
4085,Jalen Bridges,PHX,8,0.125,3.8,98.4,88.7,9.7,0.0,0.0,0.0,0.0,0.121,0.062,30.8,0.429,0.514,0.197,98.77,0.026,63,0.3,0.9,0.286,2025
4086,Jalen Brunson,NYK,65,0.615,35.4,118.3,115.7,2.6,0.318,2.9,23.5,0.012,0.072,0.042,8.1,0.551,0.605,0.289,97.79,0.138,4697,9.0,18.5,0.488,2025
4087,Jalen Duren,DET,78,0.551,26.1,115.5,114.0,1.5,0.141,1.54,21.0,0.137,0.259,0.199,13.6,0.692,0.703,0.161,101.29,0.14,4278,4.8,7.0,0.692,2025
4088,Jalen Green,HOU,82,0.634,32.9,113.8,111.1,2.8,0.159,1.39,13.7,0.015,0.12,0.065,9.9,0.505,0.544,0.267,99.75,0.111,5610,7.4,17.5,0.423,2025
4089,Jalen Hood-Schifino,PHI,15,0.2,21.0,107.2,123.5,-16.4,0.165,2.06,22.7,0.009,0.077,0.041,11.0,0.449,0.494,0.164,101.36,0.049,670,2.5,6.5,0.378,2025
4090,Jalen Johnson,ATL,36,0.5,35.7,111.8,110.2,1.6,0.203,1.71,20.5,0.046,0.216,0.132,12.0,0.541,0.569,0.214,106.68,0.135,2858,7.5,15.1,0.5,2025
4091,Jalen McDaniels,WAS,4,0.5,1.8,81.3,77.8,3.5,0.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.25,0.114,16,0.0,0.0,0.0,2025
4092,Jalen Pickett,DEN,49,0.633,13.6,112.6,109.7,2.9,0.211,4.46,34.1,0.022,0.078,0.051,7.6,0.539,0.545,0.13,99.25,0.078,1383,1.6,3.7,0.428,2025
4093,Jalen Smith,CHI,64,0.438,15.0,110.3,111.5,-1.2,0.101,1.76,11.9,0.085,0.241,0.165,6.8,0.554,0.586,0.201,106.06,0.133,2122,3.0,6.4,0.466,2025
4094,Jalen Suggs,ORL,35,0.571,28.6,105.7,104.8,1.0,0.216,1.26,17.0,0.023,0.126,0.072,13.5,0.489,0.536,0.268,99.02,0.107,2060,5.6,13.7,0.41,2025
4095,Jalen Williams,OKC,69,0.797,32.4,116.7,106.5,10.2,0.234,2.37,19.7,0.026,0.131,0.079,8.3,0.537,0.573,0.27,102.44,0.138,4760,8.2,16.9,0.484,2025
4096,Jalen Wilson,BKN,79,0.316,25.7,106.9,113.7,-6.7,0.11,1.84,15.9,0.035,0.102,0.067,8.6,0.495,0.541,0.161,97.23,0.065,4122,3.1,7.8,0.397,2025
4097,Jamal Cain,NOP,37,0.162,13.6,106.4,119.3,-12.9,0.065,1.0,9.8,0.05,0.117,0.082,9.8,0.513,0.544,0.167,100.49,0.067,1052,1.8,4.3,0.43,2025
4098,Jamal Murray,DEN,67,0.612,36.1,122.0,115.5,6.5,0.223,2.92,22.9,0.019,0.084,0.053,7.8,0.543,0.584,0.235,100.72,0.111,5075,7.9,16.7,0.474,2025
4099,Jamal Shead,TOR,75,0.373,19.6,105.5,113.3,-7.8,0.307,2.7,32.8,0.019,0.057,0.037,12.1,0.476,0.499,0.179,102.18,0.07,3127,2.7,6.7,0.405,2025
4100,Jamaree Bouyea,MIL,5,0.8,12.3,118.5,117.8,0.6,0.213,1.25,30.3,0.019,0.058,0.041,24.2,0.542,0.581,0.163,100.75,0.067,130,1.2,2.4,0.5,2025
4101,James Harden,LAC,79,0.633,35.3,115.4,109.2,6.2,0.365,2.01,26.9,0.02,0.143,0.083,13.4,0.501,0.582,0.286,98.82,0.145,5737,6.7,16.4,0.41,2025
4102,James Johnson,IND,12,0.417,3.1,97.4,110.5,-13.1,0.16,1.0,21.1,0.0,0.176,0.087,21.1,0.364,0.35,0.165,100.28,0.015,77,0.3,0.9,0.364,2025
4103,James Wiseman,IND,1,1.0,4.6,118.2,141.7,-23.5,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.5,0.615,0.455,119.14,0.156,11,2.0,4.0,0.5,2025
4104,Jamison Battle,TOR,59,0.356,17.7,105.0,113.4,-8.4,0.073,1.96,12.2,0.032,0.117,0.072,6.2,0.581,0.59,0.147,102.32,0.072,2222,2.5,5.9,0.429,2025
4105,Jarace Walker,IND,75,0.6,15.8,107.0,112.1,-5.0,0.129,1.41,19.1,0.021,0.178,0.098,13.5,0.576,0.59,0.165,103.23,0.087,2544,2.3,4.8,0.472,2025
4106,Jared Butler,PHI,60,0.1,17.4,108.5,114.5,-6.0,0.317,2.75,27.9,0.022,0.076,0.049,10.2,0.514,0.549,0.222,102.6,0.102,2232,3.4,7.6,0.448,2025
4107,Jared McCain,PHI,23,0.304,25.7,109.3,111.4,-2.1,0.171,1.62,15.2,0.022,0.076,0.048,9.3,0.553,0.589,0.243,98.18,0.106,1210,5.5,11.9,0.46,2025
4108,Jared Rhoden,TOR,14,0.571,16.2,118.1,103.4,14.7,0.098,1.78,12.9,0.052,0.113,0.082,7.3,0.552,0.602,0.183,103.89,0.106,486,3.0,6.2,0.483,2025
4109,Jaren Jackson Jr.,MEM,74,0.568,29.8,115.2,108.8,6.4,0.102,0.97,8.8,0.038,0.134,0.087,9.1,0.548,0.591,0.274,105.56,0.124,4863,8.0,16.4,0.488,2025
4110,Jarred Vanderbilt,LAL,36,0.694,16.1,115.6,112.2,3.3,0.094,1.41,19.9,0.114,0.194,0.154,14.1,0.525,0.537,0.116,100.61,0.082,1215,1.6,3.4,0.488,2025
4111,Jarrett Allen,CLE,82,0.78,28.0,121.9,111.3,10.5,0.091,1.63,15.5,0.095,0.238,0.169,9.5,0.706,0.724,0.156,101.43,0.148,4853,5.5,7.8,0.706,2025
4112,Javonte Green,CLE,68,0.353,18.5,109.1,117.0,-7.8,0.059,1.75,13.8,0.042,0.122,0.081,7.9,0.509,0.541,0.113,101.97,0.064,2671,1.8,4.2,0.429,2025
4113,Jaxson Hayes,LAL,56,0.679,19.5,112.3,109.8,2.5,0.076,1.35,15.8,0.074,0.163,0.121,11.7,0.722,0.72,0.12,100.51,0.097,2301,2.9,4.0,0.722,2025
4114,Jay Huff,MEM,64,0.578,11.7,111.0,110.1,0.8,0.077,1.12,9.4,0.039,0.12,0.081,8.4,0.648,0.666,0.194,106.71,0.108,1668,2.5,4.8,0.515,2025
4115,Jaylen Brown,BOS,63,0.73,34.3,121.1,111.7,9.5,0.204,1.77,16.8,0.037,0.126,0.082,9.5,0.515,0.555,0.282,98.57,0.114,4424,8.2,17.7,0.463,2025
4116,Jaylen Clark,MIN,40,0.7,13.0,115.2,109.6,5.6,0.067,3.25,15.1,0.047,0.053,0.05,4.7,0.558,0.598,0.115,101.98,0.057,1101,1.4,3.0,0.467,2025
4117,Jaylen Martin,WAS,16,0.188,14.9,93.6,120.7,-27.1,0.12,1.42,16.0,0.04,0.141,0.086,11.3,0.466,0.497,0.155,100.58,0.074,502,1.9,4.6,0.419,2025
4118,Jaylen Nowell,NOP,8,0.125,21.0,100.9,114.0,-13.1,0.176,2.25,17.3,0.032,0.086,0.058,7.7,0.411,0.43,0.215,96.24,0.06,338,3.3,9.1,0.356,2025
4119,Jaylen Sims,CHA,6,0.0,18.6,100.4,120.4,-20.0,0.176,1.5,21.8,0.025,0.025,0.025,14.5,0.536,0.607,0.159,100.89,0.057,235,2.0,4.7,0.429,2025
4120,Jaylen Wells,MEM,79,0.595,25.9,116.7,111.9,4.7,0.082,1.96,14.4,0.04,0.083,0.061,7.4,0.527,0.56,0.156,104.64,0.065,4444,3.6,8.6,0.425,2025
4121,Jaylin Williams,OKC,47,0.851,16.7,121.0,103.0,17.9,0.19,3.43,30.9,0.059,0.251,0.158,9.0,0.577,0.594,0.141,102.7,0.124,1678,2.1,4.7,0.439,2025
4122,Jaylon Tyson,CLE,47,0.787,9.6,108.4,108.8,-0.4,0.135,1.69,19.1,0.076,0.117,0.097,11.3,0.497,0.523,0.164,101.31,0.075,957,1.4,3.2,0.43,2025
4123,Jayson Tatum,BOS,72,0.736,36.4,119.6,109.8,9.8,0.266,2.06,18.9,0.017,0.206,0.112,9.2,0.537,0.582,0.301,98.14,0.158,5368,9.2,20.3,0.452,2025
4124,Jazian Gortman,DAL,16,0.5,3.5,103.8,99.2,4.6,0.154,1.2,17.1,0.016,0.065,0.04,14.3,0.478,0.485,0.195,109.79,0.031,132,0.6,1.4,0.391,2025
4125,Jeff Dowtin Jr.,PHI,41,0.244,15.1,107.6,116.7,-9.2,0.196,5.2,22.8,0.018,0.079,0.047,4.4,0.548,0.57,0.176,99.32,0.106,1291,2.7,5.6,0.487,2025
4126,Jeff Green,HOU,32,0.625,12.4,112.2,116.1,-3.9,0.068,2.22,12.4,0.024,0.108,0.065,5.6,0.624,0.649,0.144,100.43,0.085,827,1.9,3.8,0.504,2025
4127,Jerami Grant,POR,47,0.468,32.4,107.4,113.4,-6.1,0.099,1.55,12.5,0.015,0.088,0.05,8.0,0.467,0.523,0.192,100.41,0.07,3183,4.6,12.2,0.373,2025
4128,Jeremiah Robinson-Earl,NOP,66,0.258,18.8,107.2,119.0,-11.8,0.101,1.73,17.2,0.082,0.166,0.122,10.0,0.536,0.563,0.14,100.95,0.087,2595,2.4,5.3,0.455,2025
4129,Jeremy Sochan,SAS,54,0.389,25.3,111.9,114.5,-2.7,0.138,1.52,17.4,0.088,0.154,0.121,11.4,0.565,0.589,0.184,101.53,0.101,2880,4.6,8.7,0.535,2025
4130,Jericho Sims,MIL,53,0.642,11.9,111.5,109.1,2.4,0.068,1.0,23.1,0.114,0.196,0.156,23.1,0.634,0.639,0.074,98.7,0.07,1295,0.8,1.3,0.634,2025
4131,Jesse Edwards,MIN,2,1.0,2.3,72.7,150.0,-77.3,0.25,0.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.29,-0.043,11,0.0,0.0,0.0,2025
4132,Jett Howard,ORL,60,0.483,11.7,103.0,108.7,-5.7,0.102,1.22,12.5,0.026,0.074,0.048,10.2,0.479,0.491,0.181,99.92,0.045,1458,1.6,4.4,0.374,2025
4133,Jevon Carter,CHI,36,0.361,8.9,114.8,111.5,3.3,0.166,3.64,19.9,0.012,0.094,0.054,5.5,0.497,0.509,0.2,106.46,0.082,717,1.5,4.1,0.377,2025
4134,Jimmy Butler III,GSW,55,0.655,31.7,115.9,109.6,6.3,0.26,4.03,26.2,0.07,0.101,0.085,6.5,0.531,0.626,0.203,98.95,0.145,3608,5.5,10.9,0.504,2025
4135,Jock Landale,HOU,42,0.619,11.9,110.5,112.6,-2.1,0.102,1.76,16.3,0.099,0.151,0.125,9.3,0.569,0.59,0.148,103.58,0.097,1078,1.9,3.6,0.533,2025
4136,Joe Ingles,MIN,19,0.632,6.0,108.9,113.1,-4.2,0.261,2.56,41.8,0.017,0.08,0.048,16.4,0.326,0.326,0.113,102.03,0.025,248,0.3,1.2,0.261,2025
4137,Joel Embiid,PHI,19,0.421,30.2,104.0,109.5,-5.5,0.286,1.37,15.8,0.062,0.207,0.134,11.5,0.481,0.58,0.342,99.95,0.169,1200,7.4,16.6,0.444,2025
4138,John Collins,UTA,40,0.3,30.5,112.4,113.3,-0.9,0.105,0.78,10.2,0.073,0.179,0.128,13.2,0.583,0.628,0.234,101.72,0.129,2590,7.0,13.3,0.527,2025
4139,John Konchar,MEM,46,0.565,12.1,113.2,107.8,5.4,0.095,2.63,27.6,0.06,0.187,0.123,10.5,0.577,0.592,0.077,105.46,0.094,1223,0.9,2.0,0.451,2025
4140,Johnny Davis,WAS,34,0.118,7.1,104.7,107.2,-2.5,0.064,1.57,10.7,0.036,0.104,0.069,6.8,0.455,0.473,0.15,106.66,0.067,531,0.9,2.3,0.41,2025
4141,Johnny Furphy,IND,50,0.62,7.6,106.1,105.4,0.6,0.063,1.58,14.4,0.06,0.126,0.093,9.1,0.462,0.506,0.118,105.49,0.059,842,0.7,1.8,0.38,2025
4142,Johnny Juzang,UTA,64,0.234,19.8,107.2,120.3,-13.1,0.08,1.89,11.3,0.031,0.109,0.07,6.0,0.554,0.573,0.174,102.1,0.071,2700,3.2,7.4,0.429,2025
4143,Jonas Valančiūnas,SAC,81,0.284,18.8,109.2,118.8,-9.6,0.171,1.37,16.6,0.122,0.286,0.203,12.2,0.557,0.602,0.222,101.28,0.147,3217,4.3,7.7,0.55,2025
4144,Jonathan Isaac,ORL,71,0.493,15.4,105.9,106.6,-0.7,0.056,1.21,9.0,0.1,0.188,0.141,7.4,0.474,0.512,0.155,98.62,0.108,2229,1.9,4.6,0.414,2025
4145,Jonathan Kuminga,GSW,47,0.596,24.3,110.0,108.9,1.0,0.151,1.46,12.2,0.045,0.134,0.088,8.3,0.495,0.535,0.271,100.21,0.11,2381,5.5,12.1,0.454,2025
4146,Jonathan Mogbo,TOR,63,0.286,20.4,103.7,111.9,-8.2,0.16,2.09,24.1,0.076,0.157,0.114,11.5,0.462,0.496,0.145,102.69,0.083,2743,2.5,5.7,0.438,2025
4147,Jordan Clarkson,UTA,37,0.27,26.0,107.5,117.5,-10.0,0.238,1.6,17.8,0.025,0.092,0.058,11.1,0.493,0.54,0.269,102.16,0.102,2049,5.4,13.3,0.408,2025
4148,Jordan Goodwin,LAL,29,0.586,18.7,111.2,112.4,-1.2,0.108,1.62,19.4,0.068,0.135,0.101,12.0,0.528,0.541,0.134,99.53,0.08,1126,2.2,5.0,0.438,2025
4149,Jordan Hawkins,NOP,56,0.321,23.6,106.6,118.1,-11.4,0.076,1.14,9.2,0.017,0.097,0.056,8.1,0.471,0.504,0.204,101.14,0.066,2783,3.7,9.9,0.372,2025
4150,Jordan McLaughlin,SAS,46,0.37,6.8,118.0,108.9,9.1,0.208,3.19,34.2,0.021,0.074,0.05,10.7,0.563,0.6,0.134,99.58,0.083,651,0.7,1.6,0.431,2025
4151,Jordan Miller,LAC,37,0.568,11.4,103.8,109.8,-6.0,0.124,1.31,16.2,0.053,0.084,0.068,12.4,0.463,0.509,0.175,100.15,0.07,872,1.6,3.6,0.433,2025
4152,Jordan Poole,WAS,68,0.221,29.4,104.8,117.9,-13.1,0.254,1.49,18.0,0.014,0.08,0.046,12.1,0.544,0.591,0.281,103.95,0.107,4337,6.7,15.5,0.432,2025
4153,Jordan Walsh,BOS,52,0.75,7.8,111.8,108.0,3.8,0.064,1.12,15.3,0.057,0.113,0.085,13.7,0.452,0.464,0.11,98.14,0.045,821,0.6,1.6,0.361,2025
4154,Jose Alvarado,NOP,56,0.339,24.4,108.4,117.1,-8.7,0.278,3.01,29.0,0.019,0.077,0.047,9.6,0.498,0.523,0.193,99.89,0.09,2849,3.6,9.3,0.392,2025
4155,Josh Christopher,MIA,14,0.643,5.0,105.7,108.2,-2.5,0.145,1.33,16.7,0.0,0.115,0.063,12.5,0.387,0.416,0.235,109.7,0.063,158,0.8,2.2,0.355,2025
4156,Josh Giddey,CHI,70,0.471,30.2,113.1,114.4,-1.4,0.322,2.49,31.4,0.059,0.192,0.127,12.6,0.531,0.57,0.214,104.47,0.13,4605,5.3,11.4,0.465,2025
4157,Josh Green,CHA,68,0.25,27.8,105.3,114.2,-8.9,0.081,1.54,17.1,0.027,0.06,0.043,11.1,0.543,0.559,0.115,100.08,0.043,3929,2.6,6.2,0.428,2025
4158,Josh Hart,NYK,77,0.623,37.6,117.9,114.3,3.6,0.206,2.87,30.8,0.057,0.203,0.13,10.8,0.579,0.611,0.151,97.79,0.119,5898,5.2,10.0,0.525,2025
4159,Josh Minott,MIN,46,0.696,6.0,104.0,107.0,-3.0,0.096,1.64,14.2,0.044,0.115,0.081,8.7,0.567,0.605,0.16,104.77,0.095,604,1.0,2.0,0.489,2025
4160,Josh Okogie,CHA,40,0.275,15.6,108.8,109.3,-0.5,0.082,1.06,10.5,0.066,0.108,0.086,9.9,0.519,0.567,0.185,98.69,0.1,1282,2.4,5.3,0.443,2025
4161,Josh Richardson,MIA,8,0.5,18.7,104.1,114.7,-10.6,0.117,1.5,20.0,0.038,0.048,0.042,13.3,0.368,0.402,0.134,100.82,0.015,315,1.4,4.8,0.289,2025
4162,Jrue Holiday,BOS,62,0.758,30.6,116.6,107.7,8.9,0.174,3.1,25.9,0.038,0.091,0.065,8.3,0.538,0.565,0.156,99.38,0.088,3921,4.1,9.2,0.443,2025
4163,Julian Champagnie,SAS,82,0.415,23.6,112.3,114.5,-2.1,0.078,1.5,12.6,0.032,0.121,0.077,8.4,0.549,0.577,0.164,102.25,0.079,4125,3.4,8.1,0.415,2025
4164,Julian Phillips,CHI,79,0.468,14.2,112.9,111.1,1.8,0.045,1.44,10.1,0.056,0.082,0.07,7.0,0.533,0.571,0.126,104.0,0.055,2427,1.6,3.6,0.446,2025
4165,Julian Strawther,DEN,65,0.631,21.3,111.9,114.4,-2.5,0.082,1.46,12.5,0.012,0.083,0.049,8.6,0.529,0.559,0.173,102.79,0.057,2964,3.2,7.5,0.432,2025
4166,Julius Randle,MIN,69,0.638,32.3,115.0,111.6,3.4,0.228,1.65,20.1,0.065,0.149,0.108,12.2,0.542,0.593,0.246,98.45,0.124,4569,6.6,13.6,0.485,2025
4167,Justin Champagnie,WAS,62,0.258,21.6,107.1,116.8,-9.7,0.066,1.11,10.8,0.077,0.159,0.119,9.7,0.601,0.614,0.15,102.96,0.101,2871,3.4,6.6,0.511,2025
4168,Justin Edwards,PHI,44,0.25,26.2,111.6,123.2,-11.6,0.084,1.41,13.3,0.038,0.094,0.065,9.5,0.546,0.559,0.165,99.43,0.062,2391,3.9,8.6,0.455,2025
4169,Justin Minaya,POR,19,0.421,5.3,95.0,101.9,-6.9,0.108,1.4,20.6,0.047,0.055,0.051,14.7,0.429,0.411,0.107,103.22,0.02,218,0.4,1.1,0.381,2025
4170,Jusuf Nurkić,CHA,51,0.353,20.8,106.1,115.1,-9.0,0.167,1.19,18.6,0.077,0.285,0.181,15.7,0.523,0.555,0.202,99.79,0.116,2216,3.3,6.9,0.477,2025
4171,KJ Martin,UTA,43,0.256,21.2,109.3,117.4,-8.1,0.074,2.0,16.4,0.032,0.103,0.067,8.2,0.59,0.618,0.112,100.63,0.061,1917,2.6,4.7,0.552,2025
4172,KJ Simpson,CHA,36,0.083,23.4,101.0,116.4,-15.4,0.21,2.0,22.8,0.042,0.081,0.06,11.4,0.4,0.437,0.188,99.1,0.06,1734,2.9,8.4,0.346,2025
4173,Kai Jones,DAL,40,0.5,11.7,107.0,109.2,-2.3,0.08,1.39,15.2,0.089,0.173,0.133,11.0,0.803,0.804,0.128,99.77,0.131,974,2.2,2.7,0.798,2025
4174,Karl-Anthony Towns,NYK,72,0.639,35.0,119.4,112.7,6.8,0.13,1.16,12.4,0.087,0.284,0.187,10.7,0.584,0.63,0.265,99.25,0.161,5215,8.9,16.9,0.526,2025
4175,Karlo Matković,NOP,42,0.286,18.8,109.4,114.1,-4.7,0.083,1.07,13.5,0.079,0.177,0.129,12.6,0.619,0.639,0.155,101.91,0.096,1674,3.2,5.6,0.574,2025
4176,Kawhi Leonard,LAC,37,0.703,31.9,120.3,107.9,12.4,0.147,1.61,13.5,0.033,0.158,0.098,8.4,0.56,0.589,0.28,97.26,0.134,2391,8.4,16.8,0.498,2025
4177,Keaton Wallace,ATL,31,0.484,16.2,106.2,108.4,-2.2,0.224,2.45,28.8,0.013,0.08,0.047,11.7,0.485,0.503,0.164,102.77,0.074,1075,2.1,5.2,0.401,2025
4178,Keegan Murray,SAC,76,0.474,34.3,114.8,113.4,1.5,0.055,1.82,10.7,0.056,0.134,0.095,5.9,0.538,0.553,0.148,100.09,0.075,5428,4.8,10.8,0.444,2025
4179,Keion Brooks Jr.,NOP,14,0.143,23.7,100.7,121.2,-20.5,0.062,1.08,8.8,0.034,0.136,0.084,8.2,0.55,0.581,0.169,101.63,0.079,702,3.8,7.8,0.486,2025
4180,Kel'el Ware,MIA,64,0.438,22.2,112.8,110.9,1.9,0.062,1.05,9.8,0.087,0.238,0.167,9.3,0.592,0.603,0.169,98.6,0.119,2914,4.0,7.3,0.554,2025
4181,Keldon Johnson,SAS,77,0.403,23.9,110.1,115.9,-5.8,0.105,1.62,11.9,0.057,0.136,0.096,7.3,0.538,0.572,0.207,102.06,0.103,3912,4.8,10.0,0.482,2025
4182,Kelly Olynyk,NOP,44,0.273,20.2,110.7,113.4,-2.7,0.2,1.68,24.4,0.069,0.154,0.112,14.5,0.562,0.609,0.185,100.28,0.098,1858,3.0,6.1,0.5,2025
4183,Kelly Oubre Jr.,PHI,60,0.35,34.6,110.7,116.4,-5.7,0.079,1.35,10.7,0.046,0.14,0.091,8.0,0.518,0.551,0.186,98.68,0.084,4266,5.8,12.4,0.47,2025
4184,Kenrich Williams,OKC,69,0.841,16.4,118.7,104.1,14.5,0.111,2.49,19.2,0.056,0.148,0.102,7.7,0.576,0.587,0.151,101.26,0.093,2379,2.5,5.1,0.483,2025
4185,Kentavious Caldwell-Pope,MEM,77,0.494,29.6,109.1,108.6,0.5,0.086,2.19,17.7,0.014,0.064,0.038,8.1,0.543,0.574,0.121,96.52,0.065,4577,3.1,7.1,0.439,2025
4186,Keon Ellis,SAC,80,0.488,24.4,116.1,113.2,3.0,0.08,1.69,17.4,0.031,0.079,0.055,10.3,0.639,0.664,0.125,99.07,0.073,3997,2.8,5.8,0.489,2025
4187,Keon Johnson,BKN,79,0.316,24.4,104.1,114.4,-10.3,0.148,1.51,15.5,0.031,0.125,0.076,10.3,0.47,0.499,0.212,98.77,0.07,3954,3.8,9.9,0.389,2025
4188,Keshad Johnson,MIA,16,0.625,6.1,105.5,104.1,1.3,0.058,1.0,10.5,0.067,0.188,0.136,10.5,0.75,0.718,0.145,106.64,0.114,219,1.1,1.6,0.692,2025
4189,Kessler Edwards,DAL,40,0.425,15.2,110.0,122.3,-12.3,0.09,2.63,21.1,0.037,0.154,0.096,8.0,0.578,0.597,0.11,102.71,0.067,1303,1.7,3.4,0.496,2025
4190,Kevin Durant,PHX,62,0.532,36.5,116.5,117.4,-1.0,0.188,1.38,15.2,0.011,0.147,0.084,11.0,0.598,0.642,0.283,99.49,0.142,4697,9.5,18.1,0.527,2025
4191,Kevin Huerter,CHI,69,0.565,24.3,114.5,111.7,2.8,0.124,2.33,18.4,0.017,0.098,0.058,7.9,0.535,0.544,0.171,102.32,0.073,3581,3.7,8.8,0.425,2025
4192,Kevin Knox II,GSW,14,0.786,6.0,112.7,115.6,-2.9,0.086,1.25,10.2,0.069,0.149,0.101,8.2,0.556,0.582,0.202,103.28,0.104,181,1.3,2.6,0.5,2025
4193,Kevin Love,MIA,23,0.565,10.9,108.7,112.3,-3.6,0.134,1.57,13.6,0.08,0.282,0.177,8.6,0.461,0.488,0.23,103.56,0.109,540,1.8,5.0,0.357,2025
4194,Kevin McCullar Jr.,NYK,4,1.0,7.3,93.8,96.9,-3.1,0.111,0.0,20.0,0.0,0.286,0.151,0.0,0.286,0.381,0.118,105.33,0.066,64,0.5,1.8,0.286,2025
4195,Kevin Porter Jr.,MIL,75,0.573,19.8,109.1,108.0,1.1,0.276,1.88,22.9,0.029,0.148,0.092,12.2,0.492,0.531,0.248,100.63,0.119,3104,3.9,8.7,0.449,2025
4196,Kevon Looney,GSW,76,0.592,15.0,112.5,106.9,5.6,0.143,3.03,24.7,0.139,0.227,0.181,8.2,0.518,0.535,0.125,100.61,0.114,2386,1.9,3.7,0.514,2025
4197,Keyonte George,UTA,67,0.194,31.5,110.1,122.0,-11.9,0.272,2.06,23.6,0.012,0.104,0.058,11.5,0.485,0.539,0.237,101.25,0.093,4454,5.4,13.7,0.391,2025
4198,Khris Middleton,WAS,37,0.486,22.8,114.1,112.6,1.5,0.251,2.68,26.0,0.015,0.132,0.076,9.7,0.546,0.588,0.208,104.75,0.114,1845,4.3,9.1,0.475,2025
4199,Killian Hayes,BKN,6,0.167,27.1,109.9,115.6,-5.7,0.274,3.44,34.8,0.028,0.087,0.055,10.1,0.512,0.559,0.145,101.72,0.085,342,3.0,7.2,0.419,2025
